family,metal,li,t,interp_rmsd
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||9||3||0||water,Nd,4,0.42857142857142855,0.0507188370563672
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||9||3||0||water,Sm,6,0.7142857142857143,0.025081508197568356
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||9||3||0||water,Eu,7,0.8571428571428571,0.013434588096878197
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Dy,10,0.16666666666666666,0.05941427724690968
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Ho,11,0.3333333333333333,0.12651349111503882
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Er,12,0.5,0.2199181584290412
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Tm,13,0.6666666666666666,0.21990136747498876
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Yb,14,0.8333333333333334,0.239794516723357
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Ce,2,0.14285714285714285,0.06848923268605692
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Pr,3,0.2857142857142857,0.05631520036531438
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Nd,4,0.42857142857142855,0.04862088194981986
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Sm,6,0.7142857142857143,0.025633407231067416
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Eu,7,0.8571428571428571,0.011986473418373236
